Index,Country,Code,Indicator,Year,Value
row_1132,Eslovenia,SVN,Emisiones de CO2 (kt),1994,13606
row_1133,Suecia,SWE,Emisiones de CO2 (kt),1994,58488.8
row_1134,Eswatini,SWZ,Emisiones de CO2 (kt),1994,1454.9
row_1135,Seychelles,SYC,Emisiones de CO2 (kt),1994,207.4
row_1136,Republica Árabe Siria,SYR,Emisiones de CO2 (kt),1994,37441.8
row_1137,Chad,TCD,Emisiones de CO2 (kt),1994,425
row_1138,Asia oriental y el Pacifico (BIRF y la AIF),TEA,Emisiones de CO2 (kt),1994,3284135.786
row_1139,Europa y Asia central (BIRF y la AIF),TEC,Emisiones de CO2 (kt),1994,3309124.223
row_1140,Togo,TGO,Emisiones de CO2 (kt),1994,906.9
row_1141,Tailandia,THA,Emisiones de CO2 (kt),1994,137725
row_1142,Tayikistan,TJK,Emisiones de CO2 (kt),1994,3035.37
row_1143,Turkmenistan,TKM,Emisiones de CO2 (kt),1994,33545
row_1144,America Latina y el Caribe (BIRF y la AIF),TLA,Emisiones de CO2 (kt),1994,977215.8028
row_1145,Timor-Leste,TLS,Emisiones de CO2 (kt),1994,0
row_1146,Oriente Medio y Norte de África (BIRF y la AIF),TMN,Emisiones de CO2 (kt),1994,684684.4
row_1147,Tonga,TON,Emisiones de CO2 (kt),1994,92.3
row_1148,Asia meridional (BIRF y la AIF),TSA,Emisiones de CO2 (kt),1994,785115.44
row_1149,Africa al sur del Sahara (BIRF y la AIF),TSS,Emisiones de CO2 (kt),1994,420794.7781
row_1150,Trinidad y Tobago,TTO,Emisiones de CO2 (kt),1994,8792.5
row_1151,Tunez,TUN,Emisiones de CO2 (kt),1994,16654.4
row_1152,Turquia,TUR,Emisiones de CO2 (kt),1994,153823.1
row_1153,Tuvalu,TUV,Emisiones de CO2 (kt),1994,8.3
row_1154,Tanzania,TZA,Emisiones de CO2 (kt),1994,1910
row_1155,Uganda,UGA,Emisiones de CO2 (kt),1994,725.72
row_1156,Ucrania,UKR,Emisiones de CO2 (kt),1994,415669.9
row_1157,Ingreso mediano alto,UMC,Emisiones de CO2 (kt),1994,6717809.995
row_1158,Uruguay,URY,Emisiones de CO2 (kt),1994,4266.2
row_1159,Estados Unidos,USA,Emisiones de CO2 (kt),1994,5066803
row_1160,Uzbekistan,UZB,Emisiones de CO2 (kt),1994,108876.6
row_1161,San Vicente y las Granadinas,VCT,Emisiones de CO2 (kt),1994,122.3
row_1162,Venezuela,VEN,Emisiones de CO2 (kt),1994,106529.1
row_1163,Viet Nam,VNM,Emisiones de CO2 (kt),1994,26682.3
row_1164,Vanuatu,VUT,Emisiones de CO2 (kt),1994,63.6
row_1165,Mundo,WLD,Emisiones de CO2 (kt),1994,21676894.94
row_1166,Samoa,WSM,Emisiones de CO2 (kt),1994,103.4
row_1167,Yemen,YEM,Emisiones de CO2 (kt),1994,9339.6
row_1168,Sudafrica,ZAF,Emisiones de CO2 (kt),1994,252088.5
row_1169,Zambia,ZMB,Emisiones de CO2 (kt),1994,2143.8
row_1170,Zimbabwe,ZWE,Emisiones de CO2 (kt),1994,15960.5
row_1171,Afganistan,AFG,Emisiones de CO2 (kt),1995,1457.69
row_1172,Angola,AGO,Emisiones de CO2 (kt),1995,12719.48
row_1173,Albania,ALB,Emisiones de CO2 (kt),1995,1951.1
row_1174,Andorra,AND,Emisiones de CO2 (kt),1995,425.024
row_1175,El mundo arabe,ARB,Emisiones de CO2 (kt),1995,810180.27
row_1176,Emiratos Arabes Unidos,ARE,Emisiones de CO2 (kt),1995,75166.7
row_1177,Argentina,ARG,Emisiones de CO2 (kt),1995,112886.7
row_1178,Armenia,ARM,Emisiones de CO2 (kt),1995,3436.76
row_1179,Antigua y Barbuda,ATG,Emisiones de CO2 (kt),1995,235.2
row_1180,Australia,AUS,Emisiones de CO2 (kt),1995,290141.5
row_1181,Austria,AUT,Emisiones de CO2 (kt),1995,61186.4
row_1182,Azerbaiyan,AZE,Emisiones de CO2 (kt),1995,32474.9
row_1183,Burundi,BDI,Emisiones de CO2 (kt),1995,216.9
row_1184,Belgica,BEL,Emisiones de CO2 (kt),1995,114568.7
row_1185,Benin,BEN,Emisiones de CO2 (kt),1995,302.07
row_1186,Burkina Faso,BFA,Emisiones de CO2 (kt),1995,639.72
row_1187,Bangladesh,BGD,Emisiones de CO2 (kt),1995,16554.48
row_1188,Bulgaria,BGR,Emisiones de CO2 (kt),1995,54882.8
row_1189,Bahrein,BHR,Emisiones de CO2 (kt),1995,13535.88
row_1190,Bahamas,BHS,Emisiones de CO2 (kt),1995,1924.2
row_1191,Bosnia y Herzegovina,BIH,Emisiones de CO2 (kt),1995,3369.47
row_1192,Bielorrusia,BLR,Emisiones de CO2 (kt),1995,57507.8
row_1193,Belice,BLZ,Emisiones de CO2 (kt),1995,405.2
row_1194,Bermudas,BMU,Emisiones de CO2 (kt),1995,
row_1195,Bolivia,BOL,Emisiones de CO2 (kt),1995,8634.5
row_1196,Brasil,BRA,Emisiones de CO2 (kt),1995,241283.8
row_1197,Barbados,BRB,Emisiones de CO2 (kt),1995,946.6
row_1198,Brunei Darussalam,BRN,Emisiones de CO2 (kt),1995,4600.7
row_1199,Bhutan,BTN,Emisiones de CO2 (kt),1995,246.03
row_1200,Botswana,BWA,Emisiones de CO2 (kt),1995,3189.8
row_1201,Republica Centroafricana,CAF,Emisiones de CO2 (kt),1995,163.8
row_1202,Canada,CAN,Emisiones de CO2 (kt),1995,448046
row_1203,Europa Central y del Baltico,CEB,Emisiones de CO2 (kt),1995,809241.02
row_1204,Suiza,CHE,Emisiones de CO2 (kt),1995,43439.4
row_1205,Islas del Canal,CHI,Emisiones de CO2 (kt),1995,
row_1206,Chile,CHL,Emisiones de CO2 (kt),1995,38972
row_1207,China,CHN,Emisiones de CO2 (kt),1995,3088620.2
row_1208,Cote d'Ivoire,CIV,Emisiones de CO2 (kt),1995,3365.1
row_1209,Camerun,CMR,Emisiones de CO2 (kt),1995,4679.5
row_1210,"Congo, Republica Democratica",COD,Emisiones de CO2 (kt),1995,2110.94
row_1211,"Congo, Republica",COG,Emisiones de CO2 (kt),1995,2634.81
row_1212,Colombia,COL,Emisiones de CO2 (kt),1995,60043.3
row_1213,Comoras,COM,Emisiones de CO2 (kt),1995,78
row_1214,Cabo Verde,CPV,Emisiones de CO2 (kt),1995,201.7
row_1215,Costa Rica,CRI,Emisiones de CO2 (kt),1995,4809.8
row_1216,Estados pequeos del Caribe,CSS,Emisiones de CO2 (kt),1995,25222.98117
row_1217,Cuba,CUB,Emisiones de CO2 (kt),1995,23175.5
row_1218,Chipre,CYP,Emisiones de CO2 (kt),1995,5848
row_1219,Republica Checa,CZE,Emisiones de CO2 (kt),1995,124519
row_1220,Alemania,DEU,Emisiones de CO2 (kt),1995,874659.4
row_1221,Djibouti,DJI,Emisiones de CO2 (kt),1995,315.8
row_1222,Dominica,DMA,Emisiones de CO2 (kt),1995,83.1
row_1223,Dinamarca,DNK,Emisiones de CO2 (kt),1995,60038.4
row_1224,Republica Dominicana,DOM,Emisiones de CO2 (kt),1995,11844.7
row_1225,Argelia,DZA,Emisiones de CO2 (kt),1995,76440.2
row_1226,Asia oriental y el Pacifico (excluido altos ingresos),EAP,Emisiones de CO2 (kt),1995,3749195.492
row_1227,inicial del dividendo demografico,EAR,Emisiones de CO2 (kt),1995,3182800.872
row_1228,Asia oriental y el Pacifico,EAS,Emisiones de CO2 (kt),1995,5662345.192
row_1229,Europa y Asia central (excluido altos ingresos),ECA,Emisiones de CO2 (kt),1995,2746260.836
row_1230,Europa y Asia central,ECS,Emisiones de CO2 (kt),1995,6687518.122
row_1231,Ecuador,ECU,Emisiones de CO2 (kt),1995,20917.9
row_1232,Egipto,EGY,Emisiones de CO2 (kt),1995,93722.3
row_1233,Eritrea,ERI,Emisiones de CO2 (kt),1995,796.67
row_1234,Espana,ESP,Emisiones de CO2 (kt),1995,240567.3
row_1235,Estonia,EST,Emisiones de CO2 (kt),1995,16498.1
row_1236,Etiopia,ETH,Emisiones de CO2 (kt),1995,2574.7
row_1237,Union Europea,EUU,Emisiones de CO2 (kt),1995,3391251.72
row_1238,Finlandia,FIN,Emisiones de CO2 (kt),1995,56092.5
row_1239,Fiji,FJI,Emisiones de CO2 (kt),1995,751.67
row_1240,Francia,FRA,Emisiones de CO2 (kt),1995,352283.1
row_1241,Micronesia,FSM,Emisiones de CO2 (kt),1995,184.8
row_1242,Gabon,GAB,Emisiones de CO2 (kt),1995,5211.04
row_1243,Reino Unido,GBR,Emisiones de CO2 (kt),1995,526808.2
row_1244,Georgia,GEO,Emisiones de CO2 (kt),1995,8177.32
row_1245,Ghana,GHA,Emisiones de CO2 (kt),1995,3184.4
row_1246,Gibraltar,GIB,Emisiones de CO2 (kt),1995,
row_1247,Guinea,GIN,Emisiones de CO2 (kt),1995,1161.5
row_1248,Gambia,GMB,Emisiones de CO2 (kt),1995,216.9
row_1249,Guinea-Bissau,GNB,Emisiones de CO2 (kt),1995,185
row_1250,Guinea Ecuatorial,GNQ,Emisiones de CO2 (kt),1995,1117
row_1251,Grecia,GRC,Emisiones de CO2 (kt),1995,82834.5
row_1252,Granada,GRD,Emisiones de CO2 (kt),1995,149.4
row_1253,Guatemala,GTM,Emisiones de CO2 (kt),1995,6369.1
row_1254,Guyana,GUY,Emisiones de CO2 (kt),1995,1530.6
row_1255,Ingreso alto,HIC,Emisiones de CO2 (kt),1995,11897952.97
row_1256,Honduras,HND,Emisiones de CO2 (kt),1995,3868.5
row_1257,Paises pobres muy endeudados (PPME),HPC,Emisiones de CO2 (kt),1995,63207.063
row_1258,Croacia,HRV,Emisiones de CO2 (kt),1995,15452.9
row_1259,Haiti,HTI,Emisiones de CO2 (kt),1995,902.3
row_1260,Hungria,HUN,Emisiones de CO2 (kt),1995,57431.3
row_1261,Solo BIRF,IBD,Emisiones de CO2 (kt),1995,9453145.487
row_1262,BIRF y la AIF,IBT,Emisiones de CO2 (kt),1995,9894124.281
row_1263,mezcla de la AIF,IDB,Emisiones de CO2 (kt),1995,300168.48
row_1264,Indonesia,IDN,Emisiones de CO2 (kt),1995,223678.8
row_1265,India,IND,Emisiones de CO2 (kt),1995,737856.4
row_1266,Irlanda,IRL,Emisiones de CO2 (kt),1995,33448.2
row_1267,Iran,IRN,Emisiones de CO2 (kt),1995,271519.5
row_1268,Iraq,IRQ,Emisiones de CO2 (kt),1995,100068.8
row_1269,Islandia,ISL,Emisiones de CO2 (kt),1995,2001.14
row_1270,Israel,ISR,Emisiones de CO2 (kt),1995,46775.3
row_1271,Italia,ITA,Emisiones de CO2 (kt),1995,416415
row_1272,Jamaica,JAM,Emisiones de CO2 (kt),1995,8682.8
row_1273,Jordania,JOR,Emisiones de CO2 (kt),1995,13604.1
row_1274,Japon,JPN,Emisiones de CO2 (kt),1995,1170985.4
row_1275,Kazajstan,KAZ,Emisiones de CO2 (kt),1995,175237.63
row_1276,Kenya,KEN,Emisiones de CO2 (kt),1995,6571.2
row_1277,Kirguistan,KGZ,Emisiones de CO2 (kt),1995,4594.3
row_1278,Camboya,KHM,Emisiones de CO2 (kt),1995,1470.8
row_1279,Kiribati,KIR,Emisiones de CO2 (kt),1995,30.1
row_1280,Saint Kitts y Nevis,KNA,Emisiones de CO2 (kt),1995,134.6
row_1281,Corea del Sur,KOR,Emisiones de CO2 (kt),1995,385406
row_1282,Kuwait,KWT,Emisiones de CO2 (kt),1995,36248.7
row_1283,America Latina y el Caribe (excluido altos ingresos),LAC,Emisiones de CO2 (kt),1995,850456.5812
row_1284,Republica Democratica Popular Lao,LAO,Emisiones de CO2 (kt),1995,674.951962
row_1285,Libano,LBN,Emisiones de CO2 (kt),1995,13304.9
row_1286,Liberia,LBR,Emisiones de CO2 (kt),1995,422.237
row_1287,Libia,LBY,Emisiones de CO2 (kt),1995,43491.8
row_1288,Santa Lucia,LCA,Emisiones de CO2 (kt),1995,292.9
row_1289,América Latina y el Caribe,LCN,Emisiones de CO2 (kt),1995,1025898.381
row_1290,Países menos desarrollados: clasificación de las Naciones Unidas,LDC,Emisiones de CO2 (kt),1995,86209.17373
row_1291,Países de ingreso bajo,LIC,Emisiones de CO2 (kt),1995,149647.8618
row_1292,Liechtenstein,LIE,Emisiones de CO2 (kt),1995,204.201614
row_1293,Sri Lanka,LKA,Emisiones de CO2 (kt),1995,5816.4
row_1294,Países de ingreso mediano bajo,LMC,Emisiones de CO2 (kt),1995,2143564.012
row_1295,Ingreso mediano y bajo,LMY,Emisiones de CO2 (kt),1995,9346332.181
row_1296,Lesotho,LSO,Emisiones de CO2 (kt),1995,1614.7
row_1297,avanzada del dividendo demográfico,LTE,Emisiones de CO2 (kt),1995,6542003.546
row_1298,Lituania,LTU,Emisiones de CO2 (kt),1995,13745.8
row_1299,Luxemburgo,LUX,Emisiones de CO2 (kt),1995,8659.9
row_1300,Letonia,LVA,Emisiones de CO2 (kt),1995,8996.82
row_1301,Marruecos,MAR,Emisiones de CO2 (kt),1995,28791.8
row_1302,Republica de Moldova,MDA,Emisiones de CO2 (kt),1995,12141.5
row_1303,Madagascar,MDG,Emisiones de CO2 (kt),1995,1371.8
row_1304,Maldivas,MDV,Emisiones de CO2 (kt),1995,261.4
row_1305,Oriente Medio y Norte de África,MEA,Emisiones de CO2 (kt),1995,1124668.68
row_1306,Mexico,MEX,Emisiones de CO2 (kt),1995,306842.1
row_1307,Islas Marshall,MHL,Emisiones de CO2 (kt),1995,92.7
row_1308, Ingreso mediano,MIC,Emisiones de CO2 (kt),1995,9196684.319
row_1309,Macedonia del Norte,MKD,Emisiones de CO2 (kt),1995,8305.7
row_1310,Mali,MLI,Emisiones de CO2 (kt),1995,611.996
row_1311,Malta,MLT,Emisiones de CO2 (kt),1995,2378.8
row_1312,Myanmar,MMR,Emisiones de CO2 (kt),1995,6936.6
row_1313,Montenegro,MNE,Emisiones de CO2 (kt),1995,1327.33624
row_1314,Mongolia,MNG,Emisiones de CO2 (kt),1995,10275.47
row_1315,Mozambique,MOZ,Emisiones de CO2 (kt),1995,1172.64
row_1316,Mauritania,MRT,Emisiones de CO2 (kt),1995,1001
row_1317,Mauricio,MUS,Emisiones de CO2 (kt),1995,1551.5
row_1318,Malawi,MWI,Emisiones de CO2 (kt),1995,909.27
row_1319,Malasia,MYS,Emisiones de CO2 (kt),1995,86310
row_1320,América del Norte,NAC,Emisiones de CO2 (kt),1995,5565082.9
row_1321,Namibia,NAM,Emisiones de CO2 (kt),1995,1773.4
row_1322,Nigeria,NER,Emisiones de CO2 (kt),1995,524.941
row_1323,Nigeria,NGA,Emisiones de CO2 (kt),1995,86164.5
row_1324,Nicaragua,NIC,Emisiones de CO2 (kt),1995,2652.7
row_1325,Paises Bajos,NLD,Emisiones de CO2 (kt),1995,164106.4
row_1326,Noruega,NOR,Emisiones de CO2 (kt),1995,34389.2
row_1327,Nepal,NPL,Emisiones de CO2 (kt),1995,1895.7
row_1328,Nauru,NRU,Emisiones de CO2 (kt),1995,108.4
row_1329,Nueva Zelandia,NZL,Emisiones de CO2 (kt),1995,24325.8
row_1330,Miembros OCDE,OED,Emisiones de CO2 (kt),1995,11859991.86
row_1331,Oman,OMN,Emisiones de CO2 (kt),1995,18870.4
row_1332,Otros Estados pequeos,OSS,Emisiones de CO2 (kt),1995,82864.32624
row_1333,Pakistan,PAK,Emisiones de CO2 (kt),1995,82737.2
row_1334,Panama,PAN,Emisiones de CO2 (kt),1995,4355.5
row_1335,Peru,PER,Emisiones de CO2 (kt),1995,25649.9
row_1336,Filipinas,PHL,Emisiones de CO2 (kt),1995,61414.8
row_1337,Palau,PLW,Emisiones de CO2 (kt),1995,197.7
row_1338,Papua Nueva Guinea,PNG,Emisiones de CO2 (kt),1995,2132.1
row_1339,Polonia,POL,Emisiones de CO2 (kt),1995,340003.8
row_1340,previa al dividendo demográfico,PRE,Emisiones de CO2 (kt),1995,246353.9328
row_1341,Corea del Norte,PRK,Emisiones de CO2 (kt),1995,78242.3
row_1342,Portugal,PRT,Emisiones de CO2 (kt),1995,50693.2
row_1343,Paraguay,PRY,Emisiones de CO2 (kt),1995,3781.2
row_1344,Estados pequeos de las Islas del Pacfico,PSS,Emisiones de CO2 (kt),1995,1853.57
row_1345,posterior al dividendo demográfico,PST,Emisiones de CO2 (kt),1995,11385861.27
row_1346,Qatar,QAT,Emisiones de CO2 (kt),1995,19047.7
row_1347,Rumania,ROU,Emisiones de CO2 (kt),1995,120869.9
row_1348,Rusia,RUS,Emisiones de CO2 (kt),1995,1635484.8
row_1349,Rwanda,RWA,Emisiones de CO2 (kt),1995,454.989
row_1350,Asia meridional,SAS,Emisiones de CO2 (kt),1995,846825.3
row_1351,Arabia Saudita,SAU,Emisiones de CO2 (kt),1995,204830.5
row_1352,Sudan,SDN,Emisiones de CO2 (kt),1995,4507.9
row_1353,Senegal,SEN,Emisiones de CO2 (kt),1995,2761.2
row_1354,Singapur,SGP,Emisiones de CO2 (kt),1995,37581.9
row_1355,Islas Salomon,SLB,Emisiones de CO2 (kt),1995,196.9
row_1356,Sierra Leona,SLE,Emisiones de CO2 (kt),1995,236.2
row_1357,El Salvador,SLV,Emisiones de CO2 (kt),1995,4961.4
row_1358,Somalia,SOM,Emisiones de CO2 (kt),1995,598.29
row_1359,Serbia,SRB,Emisiones de CO2 (kt),1995,45315.8
row_1360,Africa al sur del Sahara (excluido altos ingresos),SSA,Emisiones de CO2 (kt),1995,445779.2718
row_1361,Sudan del Sur,SSD,Emisiones de CO2 (kt),1995,356.078767
row_1362,Africa al sur del Sahara,SSF,Emisiones de CO2 (kt),1995,445983.1718
row_1363,Santo Tome y Príncipe,STP,Emisiones de CO2 (kt),1995,47.5
row_1364,Suriname,SUR,Emisiones de CO2 (kt),1995,2087.581167
row_1365,Republica Eslovaca,SVK,Emisiones de CO2 (kt),1995,42370.6
row_1366,Eslovenia,SVN,Emisiones de CO2 (kt),1995,14470
row_1367,Suecia,SWE,Emisiones de CO2 (kt),1995,58230.9
row_1368,Eswatini,SWZ,Emisiones de CO2 (kt),1995,1413
row_1369,Seychelles,SYC,Emisiones de CO2 (kt),1995,203.9
row_1370,Republica Árabe Siria,SYR,Emisiones de CO2 (kt),1995,38978.7
row_1371,Chad,TCD,Emisiones de CO2 (kt),1995,436.6
row_1372,Asia oriental y el Pacifico (BIRF y la AIF),TEA,Emisiones de CO2 (kt),1995,3671061.592
row_1373,Europa y Asia central (BIRF y la AIF),TEC,Emisiones de CO2 (kt),1995,3222587.436
row_1374,Togo,TGO,Emisiones de CO2 (kt),1995,977.4
row_1375,Tailandia,THA,Emisiones de CO2 (kt),1995,156293.3
row_1376,Tayikistan,TJK,Emisiones de CO2 (kt),1995,2508.62
row_1377,Turkmenistan,TKM,Emisiones de CO2 (kt),1995,33989.8
row_1378,America Latina y el Caribe (BIRF y la AIF),TLA,Emisiones de CO2 (kt),1995,999852.0812
row_1379,Timor-Leste,TLS,Emisiones de CO2 (kt),1995,0
row_1380,Oriente Medio y Norte de África (BIRF y la AIF),TMN,Emisiones de CO2 (kt),1995,707814.7
row_1381,Tonga,TON,Emisiones de CO2 (kt),1995,99
row_1382,Asia meridional (BIRF y la AIF),TSA,Emisiones de CO2 (kt),1995,846825.3
row_1383,Africa al sur del Sahara (BIRF y la AIF),TSS,Emisiones de CO2 (kt),1995,445983.1718
row_1384,Trinidad y Tobago,TTO,Emisiones de CO2 (kt),1995,8618.6
row_1385,Tunez,TUN,Emisiones de CO2 (kt),1995,17045.1
row_1386,Turquia,TUR,Emisiones de CO2 (kt),1995,168150.5
row_1387,Tuvalu,TUV,Emisiones de CO2 (kt),1995,8.9
row_1388,Tanzania,TZA,Emisiones de CO2 (kt),1995,2734.8
row_1389,Uganda,UGA,Emisiones de CO2 (kt),1995,952.5
row_1390,Ucrania,UKR,Emisiones de CO2 (kt),1995,399250.1
row_1391,Ingreso mediano alto,UMC,Emisiones de CO2 (kt),1995,7053120.307
row_1392,Uruguay,URY,Emisiones de CO2 (kt),1995,4687.9
row_1393,Estados Unidos,USA,Emisiones de CO2 (kt),1995,5117036.9
row_1394,Uzbekistan,UZB,Emisiones de CO2 (kt),1995,98154.6
row_1395,San Vicente y las Granadinas,VCT,Emisiones de CO2 (kt),1995,132.2
row_1396,Venezuela,VEN,Emisiones de CO2 (kt),1995,114036.6
row_1397,Viet Nam,VNM,Emisiones de CO2 (kt),1995,31401
row_1398,Vanuatu,VUT,Emisiones de CO2 (kt),1995,66.8
row_1399,Mundo,WLD,Emisiones de CO2 (kt),1995,22299203.28
row_1400,Samoa,WSM,Emisiones de CO2 (kt),1995,116.6
row_1401,Yemen,YEM,Emisiones de CO2 (kt),1995,10531.7
row_1402,Sudafrica,ZAF,Emisiones de CO2 (kt),1995,264251.5
row_1403,Zambia,ZMB,Emisiones de CO2 (kt),1995,2129.5
row_1404,Zimbabwe,ZWE,Emisiones de CO2 (kt),1995,15483.6
row_1405,Afganistan,AFG,Emisiones de CO2 (kt),1996,1407.3
row_1406,Angola,AGO,Emisiones de CO2 (kt),1996,15442.4
row_1407,Albania,ALB,Emisiones de CO2 (kt),1996,1968
row_1408,Andorra,AND,Emisiones de CO2 (kt),1996,454.336
row_1409,El mundo arabe,ARB,Emisiones de CO2 (kt),1996,838864.28
row_1410,Emiratos Arabes Unidos,ARE,Emisiones de CO2 (kt),1996,78528.3
row_1411,Argentina,ARG,Emisiones de CO2 (kt),1996,122545.9
row_1412,Armenia,ARM,Emisiones de CO2 (kt),1996,2481.91
row_1413,Antigua y Barbuda,ATG,Emisiones de CO2 (kt),1996,254.8
row_1414,Australia,AUS,Emisiones de CO2 (kt),1996,300180.4
row_1415,Austria,AUT,Emisiones de CO2 (kt),1996,64902.9
row_1416,Azerbaiyan,AZE,Emisiones de CO2 (kt),1996,27193.3
row_1417,Burundi,BDI,Emisiones de CO2 (kt),1996,223.3
row_1418,Belgica,BEL,Emisiones de CO2 (kt),1996,119448.4
row_1419,Benin,BEN,Emisiones de CO2 (kt),1996,973.49
row_1420,Burkina Faso,BFA,Emisiones de CO2 (kt),1996,724.9
row_1421,Bangladesh,BGD,Emisiones de CO2 (kt),1996,16825.3
row_1422,Bulgaria,BGR,Emisiones de CO2 (kt),1996,55301.7
row_1423,Bahrein,BHR,Emisiones de CO2 (kt),1996,14154.98
row_1424,Bahamas,BHS,Emisiones de CO2 (kt),1996,1894.7
row_1425,Bosnia y Herzegovina,BIH,Emisiones de CO2 (kt),1996,4188.03
row_1426,Bielorrusia,BLR,Emisiones de CO2 (kt),1996,58453.6
row_1427,Belice,BLZ,Emisiones de CO2 (kt),1996,330.6
row_1428,Bermudas,BMU,Emisiones de CO2 (kt),1996,
row_1429,Bolivia,BOL,Emisiones de CO2 (kt),1996,8331.2
row_1430,Brasil,BRA,Emisiones de CO2 (kt),1996,262414.1
row_1431,Barbados,BRB,Emisiones de CO2 (kt),1996,980.47
row_1432,Brunei Darussalam,BRN,Emisiones de CO2 (kt),1996,4827.2
row_1433,Bhutan,BTN,Emisiones de CO2 (kt),1996,296.56
row_1434,Botswana,BWA,Emisiones de CO2 (kt),1996,2915.9
row_1435,Republica Centroafricana,CAF,Emisiones de CO2 (kt),1996,167
row_1436,Canada,CAN,Emisiones de CO2 (kt),1996,461700.7
row_1437,Europa Central y del Baltico,CEB,Emisiones de CO2 (kt),1996,835209.1
row_1438,Suiza,CHE,Emisiones de CO2 (kt),1996,44006
row_1439,Islas del Canal,CHI,Emisiones de CO2 (kt),1996,
row_1440,Chile,CHL,Emisiones de CO2 (kt),1996,44896.3
row_1441,China,CHN,Emisiones de CO2 (kt),1996,3070505.1
row_1442,Cote d'Ivoire,CIV,Emisiones de CO2 (kt),1996,4053.6
row_1443,Camerun,CMR,Emisiones de CO2 (kt),1996,4755.4
row_1444,"Congo, Republica Democratica",COD,Emisiones de CO2 (kt),1996,2271.34
row_1445,"Congo, Republica",COG,Emisiones de CO2 (kt),1996,3168.04
row_1446,Colombia,COL,Emisiones de CO2 (kt),1996,59253.3
row_1447,Comoras,COM,Emisiones de CO2 (kt),1996,79.6
row_1448,Cabo Verde,CPV,Emisiones de CO2 (kt),1996,222.4
row_1449,Costa Rica,CRI,Emisiones de CO2 (kt),1996,4526.9
row_1450,Estados pequeos del Caribe,CSS,Emisiones de CO2 (kt),1996,26225.19354
row_1451,Cuba,CUB,Emisiones de CO2 (kt),1996,25203.4
row_1452,Chipre,CYP,Emisiones de CO2 (kt),1996,6211.3
row_1453,Republica Checa,CZE,Emisiones de CO2 (kt),1996,128483.7
row_1454,Alemania,DEU,Emisiones de CO2 (kt),1996,904337.4
row_1455,Djibouti,DJI,Emisiones de CO2 (kt),1996,296
row_1456,Dominica,DMA,Emisiones de CO2 (kt),1996,69.7
row_1457,Dinamarca,DNK,Emisiones de CO2 (kt),1996,73375.1
row_1458,Republica Dominicana,DOM,Emisiones de CO2 (kt),1996,12728.5
row_1459,Argelia,DZA,Emisiones de CO2 (kt),1996,76123.8
row_1460,Asia oriental y el Pacifico (excluido altos ingresos),EAP,Emisiones de CO2 (kt),1996,3774435.931
row_1461,inicial del dividendo demografico,EAR,Emisiones de CO2 (kt),1996,3339765.415
row_1462,Asia oriental y el Pacifico,EAS,Emisiones de CO2 (kt),1996,5738115.431
row_1463,Europa y Asia central (excluido altos ingresos),ECA,Emisiones de CO2 (kt),1996,2654664.474
row_1464,Europa y Asia central,ECS,Emisiones de CO2 (kt),1996,6714980.891
row_1465,Ecuador,ECU,Emisiones de CO2 (kt),1996,23997.7
row_1466,Egipto,EGY,Emisiones de CO2 (kt),1996,98940.1
row_1467,Eritrea,ERI,Emisiones de CO2 (kt),1996,870.42
row_1468,Espana,ESP,Emisiones de CO2 (kt),1996,230113.2
row_1469,Estonia,EST,Emisiones de CO2 (kt),1996,17480
row_1470,Etiopia,ETH,Emisiones de CO2 (kt),1996,2870.5
row_1471,Union Europea,EUU,Emisiones de CO2 (kt),1996,3490934.2
row_1472,Finlandia,FIN,Emisiones de CO2 (kt),1996,62574.4
row_1473,Fiji,FJI,Emisiones de CO2 (kt),1996,808.6
row_1474,Francia,FRA,Emisiones de CO2 (kt),1996,367959.6
row_1475,Micronesia,FSM,Emisiones de CO2 (kt),1996,191.1
row_1476,Gabon,GAB,Emisiones de CO2 (kt),1996,5806.06
row_1477,Reino Unido,GBR,Emisiones de CO2 (kt),1996,545478.1
row_1478,Georgia,GEO,Emisiones de CO2 (kt),1996,6363.3
row_1479,Ghana,GHA,Emisiones de CO2 (kt),1996,3483.3
row_1480,Gibraltar,GIB,Emisiones de CO2 (kt),1996,
row_1481,Guinea,GIN,Emisiones de CO2 (kt),1996,1230.4
row_1482,Gambia,GMB,Emisiones de CO2 (kt),1996,219.9
row_1483,Guinea-Bissau,GNB,Emisiones de CO2 (kt),1996,177
row_1484,Guinea Ecuatorial,GNQ,Emisiones de CO2 (kt),1996,1224.9
row_1485,Grecia,GRC,Emisiones de CO2 (kt),1996,82753.7
row_1486,Granada,GRD,Emisiones de CO2 (kt),1996,173
row_1487,Guatemala,GTM,Emisiones de CO2 (kt),1996,6202
row_1488,Guyana,GUY,Emisiones de CO2 (kt),1996,1580
row_1489,Ingreso alto,HIC,Emisiones de CO2 (kt),1996,12265568.57
row_1490,Honduras,HND,Emisiones de CO2 (kt),1996,3904.6
row_1491,Paises pobres muy endeudados (PPME),HPC,Emisiones de CO2 (kt),1996,66857.095
row_1492,Croacia,HRV,Emisiones de CO2 (kt),1996,15254.4
row_1493,Haiti,HTI,Emisiones de CO2 (kt),1996,1058.2
row_1494,Hungria,HUN,Emisiones de CO2 (kt),1996,58454.9
row_1495,Solo BIRF,IBD,Emisiones de CO2 (kt),1996,9542421.228
row_1496,BIRF y la AIF,IBT,Emisiones de CO2 (kt),1996,10013909.71
